"MORALG","CARESG","KNOWG","LEADG","DISHONG","INTELG","MORALB","CARESB","KNOWB","LEADB","DISHONB","INTELB","VOTE3","AGE","EDUC","GENDER","PARTY"
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",NA,"3 Not too well",NA,NA,NA,"3 Not too well",1,78,2,2,1
"3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,47,5,1,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","3 Not too well",NA,65,7,1,5
NA,NA,"2 Quite well","2 Quite well",NA,"2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,"3 Not too well",2,79,6,2,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",1,77,5,2,2
NA,"4 Not well at all","2 Quite well","4 Not well at all","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,73,4,2,7
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",NA,NA,NA,NA,NA,NA,1,44,7,2,2
"2 Quite well",NA,"2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","3 Not too well",NA,NA,NA,1,74,3,2,2
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well",NA,"4 Not well at all","4 Not well at all","4 Not well at all",NA,"4 Not well at all",1,88,4,2,1
NA,NA,NA,NA,NA,"2 Quite well",NA,"1 Extremely well","2 Quite well","2 Quite well",NA,"1 Extremely well",NA,29,4,2,4
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well","1 Extremely well",NA,21,6,2,5
"2 Quite well","3 Not too well","2 Quite well",NA,"3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,76,3,2,6
"2 Quite well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well",2,47,7,1,7
NA,NA,"1 Extremely well",NA,NA,"1 Extremely well",NA,NA,NA,NA,NA,NA,NA,53,4,2,NA
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,55,4,1,4
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well",NA,"4 Not well at all","3 Not too well","4 Not well at all","4 Not well at all","4 Not well at all",1,45,5,2,1
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,50,7,2,6
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","3 Not too well",NA,37,3,1,1
"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well",1,51,7,2,1
NA,"4 Not well at all","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well",NA,"3 Not too well",3,46,4,2,5
"4 Not well at all",NA,"2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well",NA,"2 Quite well","2 Quite well",NA,"2 Quite well",NA,35,2,1,6
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,36,3,2,7
NA,NA,NA,NA,NA,"4 Not well at all",NA,NA,NA,NA,NA,NA,3,65,1,1,1
"2 Quite well","2 Quite well","2 Quite well","4 Not well at all","3 Not too well","2 Quite well","3 Not too well","3 Not too well","4 Not well at all","4 Not well at all","3 Not too well","3 Not too well",2,45,6,1,6
"4 Not well at all","3 Not too well","3 Not too well","3 Not too well","1 Extremely well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well",NA,27,4,1,4
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","3 Not too well","3 Not too well","2 Quite well","3 Not too well",1,45,6,2,3
"2 Quite well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","3 Not too well",2,32,3,1,7
"2 Quite well","3 Not too well",NA,"3 Not too well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well",NA,"2 Quite well","4 Not well at all","2 Quite well",2,67,5,1,6
"1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well",1,56,3,2,2
"2 Quite well",NA,"2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,"3 Not too well","2 Quite well",1,42,7,2,6
"3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,39,2,1,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",1,66,6,2,4
NA,"3 Not too well","3 Not too well","2 Quite well",NA,"2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well",NA,"2 Quite well",2,68,6,2,6
"4 Not well at all","3 Not too well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well",NA,"1 Extremely well",2,46,5,2,7
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well",2,63,6,1,7
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",1,46,3,2,3
"4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well",2,40,3,1,7
"1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",1,59,3,2,4
"3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",1,41,6,2,4
"2 Quite well","3 Not too well","2 Quite well",NA,"3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well",NA,32,4,1,4
"2 Quite well","4 Not well at all","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",2,54,5,1,7
"3 Not too well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",2,30,5,1,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all","3 Not too well",1,62,1,2,2
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well",1,53,6,1,2
"2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",2,56,4,2,6
"1 Extremely well","2 Quite well","1 Extremely well",NA,"3 Not too well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well","1 Extremely well",2,38,7,2,7
"1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well",NA,"2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","2 Quite well",NA,70,4,2,4
"2 Quite well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","4 Not well at all","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well",NA,40,5,2,4
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,52,6,2,2
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well",1,72,3,2,3
"2 Quite well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well",NA,31,6,1,5
NA,"4 Not well at all","2 Quite well","3 Not too well","2 Quite well","3 Not too well",NA,NA,"2 Quite well","2 Quite well",NA,"2 Quite well",NA,37,4,2,3
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well",2,32,6,2,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",NA,36,5,1,6
NA,"3 Not too well","2 Quite well",NA,NA,"2 Quite well",NA,"3 Not too well","3 Not too well","3 Not too well",NA,"3 Not too well",3,47,6,1,NA
"1 Extremely well","4 Not well at all","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well",2,57,3,1,5
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,32,6,2,5
"1 Extremely well","4 Not well at all","2 Quite well","2 Quite well",NA,"2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",NA,72,1,2,4
"3 Not too well","2 Quite well","3 Not too well","4 Not well at all","4 Not well at all","4 Not well at all","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",NA,61,3,2,2
NA,NA,"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,43,3,1,1
"1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","4 Not well at all","4 Not well at all","4 Not well at all","2 Quite well","3 Not too well",1,70,7,1,3
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well",1,54,3,2,1
"2 Quite well","1 Extremely well","2 Quite well",NA,"3 Not too well","2 Quite well",NA,"3 Not too well",NA,"3 Not too well",NA,"2 Quite well",1,46,6,1,2
NA,NA,"3 Not too well",NA,NA,"3 Not too well",NA,NA,"1 Extremely well","2 Quite well","2 Quite well","2 Quite well",2,66,2,2,7
"1 Extremely well","2 Quite well","4 Not well at all","3 Not too well","1 Extremely well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well","2 Quite well",2,62,6,1,5
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,34,4,1,5
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,67,3,2,1
NA,"3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,30,3,2,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,26,4,1,5
"1 Extremely well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well",2,62,6,1,5
"3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","3 Not too well",1,28,3,1,1
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","3 Not too well",1,65,6,2,1
"2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well",NA,84,4,2,1
"1 Extremely well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,35,6,1,7
"3 Not too well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","4 Not well at all","3 Not too well","4 Not well at all",NA,"3 Not too well",1,51,4,2,2
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,31,3,1,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","4 Not well at all","4 Not well at all","3 Not too well",NA,NA,1,54,4,1,1
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,28,7,1,5
NA,"2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well",NA,82,3,2,2
"4 Not well at all","3 Not too well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",2,50,4,1,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",3,90,4,2,4
